Temperatura,Personas,Electrodomesticos,Consumo_kWh
23.164378834135224,1.0,16.0,49.16924227784661
15.310974568589732,3.0,11.0,40.195692981901736
19.88672654069419,5.0,11.0,53.20224366939685
25.748553866429848,4.0,7.0,57.29154773390579
26.991240347040705,1.0,11.0,45.866793532148215
31.29397046881557,1.0,8.0,47.317920124811856
19.462982235246375,,7.0,40.523936798642026
19.324147279362403,2.0,7.0,35.28377426840226
15.480353153848938,2.0,20.0,52.51207347863084
20.89773806614515,,,62.02863848211074
21.288973460217154,3.0,12.0,50.37241612671163
,3.0,20.0,65.74174689257411
17.967119913431787,2.0,13.0,42.29307501641457
17.39209220896719,4.0,12.0,52.405497756226715
29.987175057458217,3.0,5.0,45.645954159108456
24.87989147314747,3.0,8.0,45.26907723695043
23.07320331716398,2.0,5.0,29.379531799408028
23.330452589891888,3.0,9.0,47.66504151097779
15.828125087186653,2.0,9.0,31.88519854205652
8.735672268067747,4.0,12.0,44.4507217087603
25.14270181046469,1.0,6.0,34.907138597427725
23.52139833636326,5.0,20.0,71.91964328531911
21.86423402688811,1.0,12.0,42.09503220192445
23.077216769606025,3.0,11.0,55.04977507046657
13.945495556171743,1.0,,28.072225036025092
25.87638177958134,3.0,5.0,124.13360575139453
11.988909213251354,2.0,9.0,36.50247060051407
,4.0,17.0,60.10757104185513
24.95995197088478,4.0,,67.2507026942323
20.011975973106292,4.0,5.0,37.56399669527164
16.73579328955351,5.0,14.0,
20.59581550620532,3.0,13.0,52.74956959088714
24.463895064154414,1.0,12.0,45.08919633609011
24.01112753925146,2.0,9.0,42.75134428799063
,2.0,6.0,36.25049737300247
,4.0,7.0,36.206236115134764
27.808447780131004,3.0,7.0,41.355749958702724
17.047757389166723,5.0,13.0,55.93950031309275
18.995652522809717,1.0,17.0,49.10644473321449
22.438667760616845,3.0,17.0,56.65346001868585
26.023925287361887,2.0,7.0,39.09953335044079
17.143680561835556,3.0,13.0,46.58454713785797
14.927896685139803,2.0,14.0,45.66851532060066
18.1589285131033,,6.0,32.78122516065185
30.69304502348244,,14.0,69.07919233523324
27.915607613809186,4.0,5.0,45.8923052242337
14.240783983408345,3.0,8.0,34.09568657284528
15.82523362038718,2.0,13.0,44.59774978576403
14.320997161076662,5.0,6.0,40.215951143659225
17.607747029632563,5.0,15.0,58.25870342624137
20.533361864109068,5.0,8.0,46.736459664335165
16.36189244465871,4.0,11.0,42.92660555799068
,3.0,16.0,52.691667099510035
20.75718549514912,1.0,17.0,50.66924365276116
19.653573643986725,1.0,18.0,51.66541135472621
19.595690361939656,5.0,18.0,64.73167895812038
19.36888519436128,2.0,18.0,53.83547817448125
28.336451625867628,1.0,8.0,39.104556218043044
23.946460949802248,4.0,10.0,
17.720513069214377,4.0,13.0,54.57417582274316
34.719468293615535,4.0,14.0,
20.984737947513025,3.0,12.0,48.6840734551157
20.398936821030688,5.0,12.0,50.72055454737563
13.308581853534896,5.0,6.0,37.62232710565945
31.625681190919877,1.0,15.0,54.912825045568646
24.718974982695023,3.0,7.0,45.66999858238282
20.50392995481378,4.0,11.0,56.50929574085927
,4.0,19.0,61.09930666132974
25.373238298570946,4.0,12.0,53.310674245691196
20.696172250389804,3.0,10.0,134.293857822334
29.488032648267733,5.0,11.0,57.7630532925327
19.899629939458986,5.0,17.0,62.4044889813218
14.83220564460311,2.0,20.0,49.185726053563116
23.744142118786893,5.0,9.0,52.818640869768785
23.01261775113543,4.0,8.0,45.66216866976321
24.226914566480733,1.0,8.0,40.5878203947116
23.382082588134285,4.0,8.0,41.48196988837931
18.560355316022065,3.0,8.0,40.60346066353408
28.865232675768688,2.0,12.0,48.68531433680872
23.87342699183926,4.0,12.0,55.37208036264842
17.430548756366747,2.0,9.0,37.5928960770387
27.468729725611986,1.0,9.0,43.25369911475715
25.185464393358906,5.0,13.0,52.96617889703778
,1.0,6.0,36.80855953651241
15.744123004522102,4.0,7.0,34.04839760363938
15.710162486432015,4.0,16.0,49.60426344051202
21.412968693093063,1.0,13.0,45.8452750309155
23.03510689921225,1.0,18.0,55.08095849483345
19.87878147686089,,5.0,37.66168299468206
31.744538654253958,2.0,8.0,48.07937338060042
17.027947374188685,5.0,6.0,36.31135503347622
20.929735620565953,4.0,10.0,52.192690989240766
14.929486123172007,3.0,6.0,34.112812169271585
27.36562188128537,,16.0,66.0043631841982
27.63956066302851,1.0,10.0,39.18943562838123
20.326723688670942,4.0,7.0,40.46195957441254
26.46761035452841,5.0,5.0,42.259408026514215
23.452541503668037,2.0,9.0,45.71637197779839
23.887108068230773,3.0,14.0,51.6083808079929
16.927951714690465,1.0,19.0,43.5316509851638
28.492018352240187,2.0,18.0,58.59319793182273
22.27974870310336,4.0,5.0,
16.668708635608773,2.0,10.0,37.831532027498156
24.244933990917346,5.0,14.0,57.455224743543745
22.48149283423407,3.0,19.0,61.24083985436059
26.87756286577447,1.0,14.0,44.4891578759926
16.790954166512527,3.0,16.0,45.91486075474381
25.164835073941312,5.0,,68.30206805356467
28.83021981347614,4.0,20.0,69.33181867383966
19.10648411592144,3.0,6.0,35.14166136490323
26.199038294226924,4.0,17.0,68.60022126659707
23.409574052770655,5.0,6.0,45.15849425576323
14.75838755472492,5.0,14.0,53.251613164303606
15.758773347067514,4.0,15.0,152.03306288656694
27.142792101617353,4.0,16.0,60.706547594364245
22.508692650841738,5.0,6.0,43.7017739091788
20.39423802572843,4.0,9.0,44.031294183578204
23.363190904209624,5.0,14.0,62.8776837333949
32.33433567336964,4.0,14.0,69.63737194313184
18.88918866745887,3.0,15.0,56.69103617051053
17.91800315883436,5.0,12.0,54.00270921608151
15.158050482856979,4.0,19.0,58.544759258505536
20.676301502926865,4.0,19.0,68.55411923381536
21.801782000019244,4.0,10.0,46.27962301344566
24.753611666463666,3.0,20.0,64.81267268561373
19.590491803779152,5.0,5.0,41.920313920333086
23.806498920398194,2.0,19.0,58.327485296661685
32.45229823152884,5.0,15.0,70.5756165868805
28.8465984273421,3.0,7.0,43.87922967139434
24.40721995286032,4.0,8.0,45.927268557719856
22.128188111247695,5.0,6.0,43.45416337393394
29.064645934968063,4.0,,61.64568883333729
16.832084752143697,5.0,12.0,55.517183700959585
21.33629976325728,2.0,6.0,34.5275507887862
,3.0,,43.56795275253803
25.306301996129775,2.0,5.0,36.63424367329848
15.529872670411267,4.0,14.0,52.166655581742404
21.0249133159053,4.0,18.0,58.65693976574361
11.519900777593397,2.0,5.0,23.455690207274092
21.6688766298466,2.0,9.0,39.75783907460884
17.722459797757736,4.0,7.0,38.41611703787173
15.935672744166219,4.0,16.0,49.58874334636793
23.7008757864361,5.0,12.0,54.776477759270094
23.3848643885959,3.0,6.0,36.44113025941138
22.830039944840227,5.0,6.0,42.7014982757632
28.788366631385784,3.0,20.0,71.45534774021661
30.658950479749805,1.0,18.0,58.55579521200419
19.386767671060106,3.0,5.0,32.47780780168425
24.63799999701382,2.0,12.0,51.725254910242356
22.189141691188457,5.0,10.0,47.15809206761078
19.21349199736575,3.0,5.0,35.156517681046
16.50066517738346,,14.0,41.167988717657344
18.722034754080546,2.0,15.0,48.60242589739817
27.4086798630252,3.0,13.0,55.13781344596856
26.308071325124338,4.0,14.0,57.467264301609944
25.8437062630952,4.0,,58.089815579383824
22.99255531152156,2.0,13.0,39.153094387733326
25.038769627014545,4.0,8.0,48.660135554836316
25.576001177849648,2.0,13.0,52.202350341121196
22.321268619222458,2.0,14.0,47.32201019735411
21.163184008785972,5.0,15.0,59.2723630411478
13.94174789646554,3.0,20.0,59.4581804126618
28.994848385880346,2.0,14.0,55.906248577765616
22.258182505992167,1.0,8.0,39.44861729714043
,3.0,6.0,41.77743977787462
20.22967949352185,1.0,8.0,39.9123101534422
30.62100948379986,1.0,14.0,54.72155425845162
,4.0,19.0,66.82520546856396
22.22898224575117,5.0,11.0,51.282170288074326
25.616305409802056,4.0,6.0,42.49379895696119
23.74620443340066,5.0,5.0,44.675929635913874
23.889224280119493,3.0,11.0,44.79978534749342
32.826084651203224,4.0,8.0,59.059792387744615
12.706626446224588,5.0,20.0,64.97718046546633
18.737825397027922,2.0,18.0,55.45557175074165
25.833538621686877,4.0,6.0,42.45823940641412
29.739246336967547,2.0,20.0,68.6830907684672
26.780654384292895,1.0,17.0,58.63907273384059
28.97008994061333,2.0,17.0,63.76288693925332
24.54609385588564,1.0,13.0,47.46708336062454
20.80402920101164,2.0,18.0,51.97065642336834
33.26645980743719,1.0,12.0,50.43074926707272
23.13205837076979,2.0,19.0,59.753731442040255
26.04466861768904,5.0,11.0,56.52214343185859
26.645621735576526,2.0,20.0,67.42969357430933
30.83195519733139,1.0,5.0,39.098053260830234
20.290161479133047,3.0,12.0,43.76780457961371
25.68007769881505,2.0,9.0,43.882544676434456
27.884046040796633,4.0,11.0,52.47958282203745
29.194433661905972,4.0,12.0,60.149701296486754
26.612752720035992,3.0,10.0,48.27724990741181
24.356163116452368,5.0,20.0,66.59713326624299
17.127840947454914,3.0,8.0,37.33155686685378
23.267595821918622,,10.0,48.61635739103488
14.004346538538519,,14.0,37.956258474982135
23.203471040823207,3.0,13.0,50.153413911385705
27.264410545370417,1.0,20.0,66.42724191967798
24.714383512846602,4.0,13.0,56.27519362498969
23.8403337695443,2.0,10.0,42.70583963390989
29.680398236864605,1.0,19.0,58.94611452284761
20.247195288430287,1.0,10.0,41.84506240529102
11.65338204644647,2.0,20.0,51.444361888872635
18.152718374777006,2.0,6.0,27.44622176330226
27.351604011690586,3.0,,62.15844141403223
18.71104484263219,1.0,6.0,34.69150912418388
22.733081535168875,4.0,6.0,41.44679063431711
21.893887520962178,5.0,12.0,55.59160662474223
18.41807080342364,5.0,18.0,65.47635422980257
24.201503133595985,5.0,15.0,63.09582506886638
22.297515838151817,4.0,15.0,57.87272810342171
18.321678173448408,1.0,10.0,39.54297436252309
22.641489919132432,,6.0,43.79993423052408
24.391561484244207,1.0,11.0,39.01755992333131
21.801719075986494,1.0,8.0,35.81566145143897
24.74369749052736,4.0,9.0,49.62242236315892
18.765721552980676,4.0,12.0,53.60627896462062
22.611979280521172,1.0,14.0,40.61088045730577
14.096511869202752,3.0,18.0,44.40022867176071
,5.0,20.0,70.60166646348229
16.623381596711624,5.0,12.0,52.00116906772451
8.173403206612774,1.0,7.0,20.604951846000702
14.490545078694684,4.0,7.0,33.04905056917105
22.1887071110739,4.0,12.0,54.038836633196105
25.34515808847508,4.0,16.0,60.711781974942554
22.615306883407577,5.0,11.0,56.01869081043351
17.096341659279304,2.0,16.0,146.43098564562388
27.592839932399603,4.0,18.0,60.65131196210412
14.66885743034381,5.0,7.0,40.3017310379551
26.858250034825705,3.0,15.0,56.979570256350954
26.049545320225338,5.0,8.0,56.523434355447755
27.53385138184318,5.0,10.0,57.18689962271113
,1.0,7.0,34.62866445888581
22.655010763675858,5.0,17.0,61.62023682018802
11.830002903497144,3.0,,29.518440413192412
35.1987562886532,1.0,8.0,47.5040192178127
24.721480508519665,4.0,8.0,48.11698332732813
27.876925970205576,2.0,11.0,45.34514090716154
13.95195038553882,2.0,8.0,28.945714372178024
,1.0,9.0,45.88245495192176
18.7070134208469,2.0,12.0,42.10023692123447
21.230834172330216,3.0,14.0,52.64187292418648
26.050934575565236,4.0,14.0,58.65623233684789
19.960728339843126,5.0,16.0,58.05926406371499
21.609092812922718,4.0,18.0,60.909140680344755
11.596499219181796,2.0,6.0,25.996931267792895
20.66072134174739,3.0,16.0,52.848156942575486
14.049129523892807,1.0,,37.24857687608289
11.954373859128493,2.0,5.0,23.419231552118248
22.58212641757375,4.0,15.0,59.65020111055108
25.103635795067284,1.0,5.0,28.770365722520356
21.997221814451883,5.0,,62.8752821763814
13.485127747725866,2.0,10.0,40.05870939958299
13.185068316858263,3.0,18.0,46.747623379373415
23.616326370802522,3.0,11.0,53.3729986800364
28.026872165942123,2.0,7.0,43.45899926128006
19.984290039418326,2.0,17.0,54.25173647076227
19.187557265531552,1.0,6.0,32.1766115544434
19.82280370818936,4.0,16.0,55.69666436110957
13.813664714172594,4.0,7.0,36.62646478219256
27.68873419384589,5.0,18.0,71.75769256994256
22.697391413075092,2.0,5.0,36.81929053664676
18.62823654188789,4.0,13.0,50.88814230449215
21.959035425643044,5.0,19.0,74.54881486864434
20.790268769836146,5.0,13.0,49.84889586568096
15.524996661008846,5.0,9.0,40.2405159723939
22.300976678824373,,18.0,61.481418297934695
22.606301876105565,3.0,7.0,37.673694387607014
33.94815673580861,3.0,6.0,49.79590871297445
21.06842841775364,1.0,6.0,
16.51081853085004,5.0,15.0,57.438338156899526
8.819016827124232,3.0,6.0,26.85878205575816
27.281770684485853,3.0,15.0,59.707403232831844
18.002429685633643,5.0,15.0,56.777160959384716
18.90480868125186,3.0,19.0,58.85127099755099
24.988530411232226,4.0,13.0,58.85330078674038
26.144802498041447,4.0,12.0,56.94003269846501
27.542029890009232,5.0,5.0,49.164484997021326
19.002487776415954,2.0,13.0,47.533839765102066
22.047789581098165,5.0,12.0,59.68696457461091
20.44970197938946,2.0,19.0,57.445814348115356
20.379312886320253,5.0,15.0,54.8737671782149
27.83951779173087,4.0,13.0,54.006389620232085
23.776988447339125,4.0,13.0,54.97748021319883
17.287449669764072,1.0,10.0,32.13280254293077
28.42549659378068,5.0,15.0,63.418132201075025
21.960650218682055,1.0,11.0,45.31079765016007
20.337234458456265,4.0,8.0,38.167403958816045
22.650975286630295,2.0,12.0,43.15111270922151
23.321079777987087,5.0,16.0,67.94193447726356
15.242188671390434,3.0,5.0,30.21812230509511
17.987732267544644,5.0,10.0,46.77623238035413
29.891095787541456,3.0,19.0,69.82318460615701
25.194658989952202,1.0,19.0,62.93294863026733
24.0077341649795,4.0,20.0,66.93538699698607
32.404420306128664,5.0,19.0,77.57460745753598
21.964242376907556,2.0,20.0,59.94510733051757
17.695884211115875,2.0,19.0,54.561278418874174
17.56825811566712,,6.0,34.01356289225766
26.07164892442249,1.0,,29.88696278657116
17.004020120524054,4.0,15.0,57.20055125468934
30.87246382033724,2.0,9.0,53.728039937152595
27.904138672172415,2.0,12.0,52.3696643617724
24.263353904004454,2.0,9.0,40.70222991693673
28.131209861832684,4.0,11.0,59.282140460433816
,5.0,13.0,
28.855753618840907,4.0,8.0,49.07648545601454
24.41331112564695,3.0,11.0,48.129275471568505
25.005977625241773,4.0,18.0,62.12966902532996
25.58266146252877,3.0,17.0,63.94210128238643
23.167622113340773,2.0,11.0,44.657996545043304
17.71215314904097,2.0,13.0,44.3556379676373
24.380548792005637,1.0,15.0,51.798105492933956
16.724150481091318,1.0,14.0,34.49842177964348
,2.0,,39.22583353966925
20.432824759691123,5.0,10.0,50.837410224153324
29.662465268571932,3.0,17.0,61.94271627672462
23.10293462347856,2.0,17.0,56.31320127172132
20.840112409400472,2.0,,32.794885178682506
29.10205213571628,3.0,17.0,62.47547451610019
28.93481395227323,4.0,5.0,50.84332588301863
31.087195611677007,1.0,18.0,56.87936515735829
26.63692107099861,2.0,,61.004237482793414
26.78331422468998,1.0,8.0,
22.786504547349498,1.0,7.0,31.903483347687462
17.560302611929096,4.0,15.0,53.241584339375784
21.202189523579577,3.0,14.0,47.02566067578513
27.80906481330864,2.0,10.0,51.496813407825755
19.580842281227547,1.0,20.0,57.696040759089854
19.283336327065076,4.0,16.0,55.74162054146639
19.454282359533735,1.0,5.0,26.37548354943322
18.733544874132292,1.0,20.0,51.70900156698306
16.56933835550263,1.0,14.0,35.998375331046724
22.970348501176485,1.0,7.0,29.38567283579336
23.800475076044556,5.0,14.0,60.09166664959276
,4.0,11.0,51.597913307147806
29.790670242995795,2.0,20.0,64.49009956459679
23.83599319779956,1.0,18.0,57.695289728151074
,4.0,20.0,65.14911714769593
16.876025236675734,2.0,20.0,49.00865128450803
23.067779315775294,2.0,18.0,59.323486038510865
16.77770397952269,2.0,11.0,42.278101486969554
,,19.0,67.00718847426126
23.370563593081876,3.0,16.0,55.57063740401208
26.336569117906535,5.0,,51.13488963170342
24.069557926421215,1.0,6.0,32.0137329259254
23.247981018353713,3.0,17.0,58.924972051696365
28.881056678195698,,15.0,51.985059277578195
25.42453070386363,4.0,18.0,70.63060445274054
20.077357218673118,3.0,11.0,44.389523461493596
14.461582967825978,,18.0,45.81582141077662
24.51766003377114,2.0,,48.96200815267585
21.74672745602439,3.0,,58.26073435105888
18.64773000347713,4.0,18.0,61.58021332966147
25.819263488589165,4.0,18.0,59.239660725937355
22.673488116618785,1.0,7.0,30.748388455634007
22.45300999519086,5.0,16.0,61.389198443021584
23.647647678762116,5.0,13.0,56.808024114661194
22.50974989128995,2.0,13.0,163.68719163556315
23.47583039323089,2.0,15.0,49.85834542069705
23.67618450873859,2.0,13.0,46.03967995105238
18.267816395431893,1.0,20.0,48.85432137396479
27.029112012834023,4.0,13.0,59.68232142303485
32.927354455340215,1.0,12.0,53.39669169225918
30.718251209534422,2.0,17.0,62.019223884043924
13.277569206160624,3.0,19.0,50.864568407394785
16.726656507007224,4.0,18.0,54.03662059187611
31.520922578399304,2.0,15.0,57.45334558297449
17.040074012677508,3.0,15.0,
20.91209712582103,5.0,7.0,47.34718437610702
23.93181006820086,2.0,7.0,37.18954681562768
23.373960833020565,4.0,,36.885133488452
27.635675989965463,3.0,15.0,58.27354847156272
22.834714699180388,3.0,9.0,46.91124162418527
20.364142391115887,5.0,11.0,51.317521096592955
22.648449817464613,3.0,8.0,40.256190458439754
21.632785878099494,1.0,6.0,34.32586336110837
,5.0,,54.716731006374765
21.374489557138673,4.0,9.0,
24.689926761011545,4.0,12.0,49.5800960382119
27.21741893502474,1.0,7.0,39.11693477403248
21.98305733067974,1.0,19.0,58.99722947145259
20.445399846450705,4.0,16.0,60.730970788578134
25.512749002960014,5.0,5.0,46.738053787485335
30.49184108512474,2.0,6.0,43.493190334854326
,3.0,18.0,57.42369107886493
28.16605904583254,1.0,,40.505527175215484
23.141622286262137,3.0,20.0,62.92174427101931
15.82609623979731,,9.0,32.3749521260703
24.807306978990066,3.0,20.0,64.46121982018961
13.338294471203133,2.0,10.0,31.53632500735907
18.913511413899883,4.0,7.0,37.9678661650095
26.579992950285437,3.0,,62.14430084251716
17.355266768282604,1.0,,
17.00501039942223,4.0,7.0,38.031521412606196
17.985575544743966,,,55.27784788797592
29.260259871655983,1.0,18.0,58.598322076751515
23.44384492180685,2.0,11.0,41.392885644492644
20.99270444758918,1.0,12.0,40.5154126798241
,,8.0,35.46646849785247
27.79098914417919,2.0,19.0,59.03367946549561
31.6236896119283,4.0,14.0,62.98372152808541
25.883878464318265,1.0,16.0,53.86859339550773
18.963562307027725,1.0,18.0,49.78906647797867
31.028541967385667,2.0,6.0,45.98459392325047
22.13918798398489,,8.0,51.890669086707675
23.10006442727905,5.0,7.0,46.044125907975
19.860697858529495,5.0,12.0,47.678585971790035
18.42648400930697,2.0,10.0,38.70626907708071
27.50292109096829,,,64.69867024953966
20.661080609900626,4.0,20.0,65.63763636319864
21.058334843398892,3.0,12.0,47.28264932464944
15.291567330958426,1.0,19.0,48.1343813029431
22.998685738097272,4.0,10.0,53.1580552577743
22.630530459295503,1.0,14.0,43.23108534403452
16.629918611248048,1.0,7.0,29.477212938030675
25.59923358774534,5.0,8.0,49.14133561218019
,3.0,15.0,57.26237371360865
18.912239737320064,2.0,15.0,44.84168551317643
23.041078792472014,1.0,18.0,169.57450690082453
20.462455167826356,5.0,12.0,50.96302374430817
25.744315856133724,5.0,13.0,
22.490909871656193,5.0,10.0,54.913053612755526
30.5569648558251,2.0,14.0,56.56546037844086
21.35153602961575,1.0,5.0,27.339190858402336
27.70233350532951,2.0,13.0,49.57060762351424
22.27962375223145,2.0,11.0,44.30708343606797
22.07372730115798,5.0,10.0,48.43810125198094
31.31538224282051,1.0,20.0,60.122991755603785
19.59155216163869,5.0,13.0,46.923388279385364
9.954303904799325,5.0,19.0,57.30432981739657
27.144567631174173,4.0,17.0,64.28432537026345
,3.0,13.0,53.56304646159831
27.553781866828924,4.0,18.0,66.70687591530917
,1.0,11.0,39.1005120263782
15.854046925772819,,19.0,48.18772141929726
19.378916067658725,2.0,20.0,53.577100231456726
23.18044186062743,4.0,8.0,39.81969977441444
17.749989990258946,3.0,10.0,42.742749059268405
,2.0,10.0,30.500022324662503
24.61921830953906,1.0,,42.0032292078488
18.105498915575684,,8.0,45.160428622813306
33.10439207652859,3.0,12.0,52.06578266511392
13.563991207837773,1.0,8.0,28.628566944158013
7.336740190915496,5.0,7.0,
22.733719688809735,3.0,9.0,46.59216506541147
18.054384707332524,2.0,13.0,47.12532335582587
24.088515447866985,4.0,6.0,41.640489676332926
18.472638632607932,4.0,12.0,49.19251008161418
27.109523871142862,3.0,7.0,51.43587870303703
22.60508854800683,3.0,9.0,43.39196430543432
21.853818176216166,3.0,15.0,46.05261607002944
24.653391531558448,4.0,12.0,
19.891954452841887,5.0,19.0,61.398122415868
22.51572891620826,2.0,12.0,46.636541765831076
,2.0,8.0,
16.43411190120832,4.0,15.0,
23.972348485885377,4.0,12.0,
18.97356283598114,4.0,13.0,56.20025187585329
19.178979445855102,4.0,14.0,47.616089929137516
20.297336534968757,5.0,19.0,71.83878091660401
18.60792374345955,5.0,6.0,39.06274617835682
23.975788778577463,1.0,8.0,41.440907394638884
,4.0,7.0,39.02776700654282
21.24996050592594,5.0,18.0,68.23534723636658
21.92970019990859,5.0,8.0,49.595280990150364
22.914873300789672,4.0,20.0,64.86334752155713
16.00855085125918,2.0,5.0,
25.437051192412426,5.0,5.0,51.06628058233778
23.536272930917498,4.0,14.0,54.69625241707642
29.76673295543786,4.0,7.0,52.73307340545836
34.415782963146924,1.0,8.0,48.8214852005191
25.933560413630293,4.0,12.0,51.3766728706774
13.494185286809852,1.0,11.0,29.789136708872935
25.54396672488402,1.0,12.0,44.85206765259156
14.901821215990859,4.0,9.0,40.24720740318478
,2.0,16.0,51.33499613973734
27.34524038394177,4.0,9.0,50.082983306953594
,1.0,14.0,55.52597942888216
26.844500997871833,4.0,6.0,42.91589237757716
23.59350174509588,1.0,12.0,44.77707281404555
25.512152625799995,4.0,8.0,46.72356183068527
22.12133784964794,3.0,11.0,51.705895495969784
14.833077178035028,1.0,13.0,41.76226491218268
,4.0,20.0,70.36867832962051
15.095325622909641,1.0,,32.54376470852929
,5.0,,46.165473492840995
16.155646213723198,4.0,5.0,30.785725932940686
16.386812288512463,5.0,19.0,64.71092463199592
11.66949784863408,3.0,14.0,39.32136040410502
24.444668904577064,2.0,11.0,43.029504389180836
17.632853722092307,3.0,10.0,41.958246475945046
16.257811205865362,5.0,16.0,56.30071175223831
17.594241115871633,2.0,11.0,
21.56598222729573,2.0,,
19.001128741863663,1.0,11.0,37.69186519528214
24.8929908394982,3.0,5.0,40.31431151009059
27.248509855294536,3.0,9.0,53.876161891727996
23.386952106171556,3.0,9.0,45.50750206670695
21.45123863222184,1.0,14.0,45.14106700736373
30.808596333880324,2.0,8.0,47.75355340330138
8.112885854464572,2.0,14.0,36.26938239976381
25.062114548269534,2.0,7.0,40.74172127847544
20.805152499842166,2.0,12.0,39.05603049685297
24.09911859518051,2.0,7.0,39.043579156761
18.780720422238748,3.0,14.0,51.59466452463648
24.85283754955655,3.0,17.0,57.87289980382913
19.28942242964243,2.0,,
27.914465432162842,3.0,5.0,38.869596286843915
16.000285887607358,2.0,5.0,27.55332173166029
27.46832604184624,2.0,11.0,50.36687571198954
20.42199739106817,1.0,9.0,37.79823710378837
20.143751691653176,2.0,7.0,35.69789650245412
26.340799251722647,1.0,10.0,42.5425181495014
16.084895457510175,1.0,12.0,44.00110328993427
33.72171582061291,4.0,5.0,49.138561662871005
16.210579307581867,1.0,9.0,32.066435628592735
,1.0,19.0,47.81446370950454
21.485023955091112,2.0,10.0,40.107118808382566
29.808504763759462,5.0,19.0,76.8039999780659
12.079380028300159,2.0,6.0,32.96079186850466
19.679545216372603,4.0,19.0,62.92045362536083
20.266366986041145,1.0,10.0,37.804203195087446
23.30763402555509,5.0,16.0,63.28477441359815
25.27723313303812,4.0,12.0,52.69017772017912
21.70015715438568,4.0,,62.75049656667021
25.340534009469888,1.0,15.0,48.98061109212477
18.50476582757599,4.0,5.0,36.54126781774127
14.367438683115665,4.0,14.0,51.05393053423143
29.041596791570235,2.0,17.0,59.887465299546975
26.975836656278553,5.0,18.0,68.31110666979491
19.166769254301656,4.0,7.0,39.83016713383867
26.699751647522127,2.0,5.0,36.340532351510376
20.036777787918428,5.0,,47.37486286194112
,,16.0,41.146095958957666
20.577197318214218,4.0,15.0,59.53005094685149
33.36383379026846,4.0,13.0,62.20955292448474
22.995131628644742,5.0,16.0,60.97120574397832
24.00422072867568,3.0,9.0,46.56201860789395
14.56404722760206,3.0,7.0,31.23655584675428
22.205883734586646,3.0,16.0,52.18688347730999
19.590627249162917,4.0,6.0,38.79492052854918
16.66178126695173,4.0,19.0,62.52968287910563
28.98839009388364,5.0,13.0,59.59539456713182
17.225094258064,1.0,10.0,36.04090369456542
20.52942535021727,,12.0,48.01707967183474
14.636128201965086,5.0,,41.85554113732769
15.576027262334026,1.0,14.0,39.13883906421584
15.762632336863934,3.0,16.0,55.06089809907867
28.742155572798776,5.0,15.0,64.59865954927862
26.022236039792762,,18.0,58.41985822390725
27.087998931279365,5.0,5.0,50.17981958774988
19.79592628890662,5.0,15.0,54.22504510185899
17.96804737450585,2.0,9.0,40.75104062795293
,3.0,14.0,52.852562958614925
25.530981200454956,,11.0,48.97868031139558
21.720129429587967,3.0,17.0,
21.71834531966119,5.0,14.0,58.18591938916695
25.534600135241565,1.0,5.0,30.97864719846096
21.60907465848575,3.0,20.0,62.68818799595811
18.489905950234736,5.0,,184.5913936147827
14.769243937175734,5.0,19.0,58.713757269826324
,1.0,9.0,43.436394977002806
,4.0,20.0,68.77934916961742
20.684783447363813,4.0,9.0,45.12909300212565
15.411599939302679,1.0,8.0,24.53900862760827
21.200275943676825,2.0,,44.7696429285778
18.56210771150742,2.0,11.0,44.59147177671822
28.094851048281,3.0,17.0,59.9670673443957
27.149096814799893,4.0,12.0,51.527696323333835
22.01022522305821,2.0,6.0,27.19691680588788
17.004338994925916,4.0,16.0,51.882002859302176
29.54836467747555,2.0,9.0,47.698348279105815
31.01275298051243,3.0,10.0,51.622416220925416
22.891398382398773,1.0,9.0,42.845094892593096
23.115979712734685,4.0,19.0,62.24639963847271
15.777262167836817,1.0,9.0,34.06469368056947
,4.0,,49.16836353922405
28.248975780751792,3.0,14.0,54.1710197097216
20.128046074686267,3.0,6.0,36.50947777434266
,4.0,13.0,49.94523973387452
28.836990115020853,5.0,20.0,76.80502291947703
19.57599940755256,1.0,16.0,44.59019664529441
24.94101443569698,3.0,7.0,39.04243934008377
24.60628488039913,5.0,16.0,63.65151896645842
24.31221867691226,,18.0,57.86370539970602
17.050291593675997,3.0,13.0,45.939154461784625
20.595742488745287,5.0,19.0,64.1323086175573
14.350612418270085,2.0,17.0,51.851012229743304
28.331995746390636,3.0,6.0,45.39710596277019
25.707556809205833,,15.0,64.54818272432396
20.205680594092005,,5.0,37.775659558569984
24.394759247400657,4.0,8.0,48.14706680652495
,4.0,17.0,63.044557937281944
19.302595049189616,5.0,14.0,56.912406312248756
18.852120404694514,4.0,15.0,56.13909226526333
31.319056696574567,1.0,9.0,46.863205978449805
29.41851794390392,3.0,9.0,51.471356254923386
33.7798742074517,3.0,15.0,66.67104134357717
18.90209774352551,5.0,9.0,51.998764083634725
18.18054974643706,4.0,7.0,43.05732338881542
26.13522695845225,4.0,12.0,
18.948179375984548,1.0,5.0,28.352827478075497
19.3850374344104,1.0,15.0,146.67441908466768
24.29673169207132,4.0,17.0,61.487632323259646
28.557963676228255,2.0,11.0,48.93405129809829
10.080600232464901,1.0,10.0,27.816569290949868
13.623589255952208,1.0,19.0,48.90913189995674
28.377725607439572,4.0,15.0,62.37745851083571
